web_browser,operating_sys,from_url,to_url,city,longitude,latitude,time_zone,time_in,time_out
Mozilla/5.0,Windows NT 6.1,www.facebook.com,www.ncbi.nlm.nih.gov,Danvers,42.576698,-70.954903,America/New_York,1331923247,1331822918
Mozilla/4.0,Windows NT 6.1,t.co,boxer.senate.gov,Washington,38.9007,-77.043098,America/New_York,1331923250,1331919941
Mozilla/5.0,Macintosh,direct,apod.nasa.gov,Braz,-23.549999,-46.616699,America/Sao_Paulo,1331923249,1331923068
Mozilla/5.0,Windows NT 6.1,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,Shrewsbury,42.286499,-71.714699,America/New_York,1331923251,1273672411
Mozilla/5.0,Windows NT 6.1,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,Shrewsbury,42.286499,-71.714699,America/New_York,1331923252,1273672506
Mozilla/5.0,Windows NT 5.1,plus.url.google.com,www.nasa.gov,Luban,51.116699,15.2833,Europe/Warsaw,1331923255,1331922854
Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,Seattle,47.5951,-122.332603,America/Los_Angeles,1331923258,1319563556
Mozilla/5.0,Macintosh,t.co,oversight.house.gov,Washington,38.937599,-77.092796,America/New_York,1331923259,1331815838
Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,Alexandria,38.790901,-77.094704,America/New_York,1331923259,1319563556
Mozilla/5.0,Windows,direct,toxtown.nlm.nih.gov,Marietta,33.953201,-84.5177,America/New_York,1331923262,1255769846
Mozilla/5.0,Windows NT 6.1,forum2.hkgolden.com,www.ssd.noaa.gov,Central District,22.2833,114.150002,Asia/Hong_Kong,1331923263,1317318030
Mozilla/5.0,Windows NT 6.1,forum2.hkgolden.com,www.usno.navy.mil,Central District,22.2833,114.150002,Asia/Hong_Kong,1331923263,1317318039
Mozilla/5.0,Macintosh,t.co,www.usda.gov,Buckfield,44.299702,-70.369797,America/New_York,1331923264,1331839576
Mozilla/5.0,Windows NT 6.1,www.facebook.com,www.nasa.gov,Venice,45.438599,12.3267,Europe/Rome,1331923264,1331922854
Mozilla/5.0,Windows NT 6.1,www.facebook.com,voyager.jpl.nasa.gov,Alcal,37.516701,-5.9833,Africa/Ceuta,1331923265,1331670549
Mozilla/5.0,Macintosh,www.facebook.com,www.nasa.gov,Davidsonville,38.939201,-76.635002,America/New_York,1331923267,1331922854
Mozilla/4.0,Windows NT 6.1,direct,portal.hud.gov,Hockessin,39.785,-75.682297,America/New_York,1331923267,1331064158
Mozilla/5.0,Macintosh,www.facebook.com,www.tricare.mil,Lititz,40.174999,-76.3078,America/New_York,1331923267,1330217829
Mozilla/5.0,Windows,www.facebook.com,www.nasa.gov,Bilbao,43.25,-2.9667,Europe/Madrid,1331923268,1331922854
Mozilla/5.0,Windows NT 6.1,www.facebook.com,www.nasa.gov,Kuala Lumpur,3.1667,101.699997,Asia/Kuala_Lumpur,1331923269,1331922854
Mozilla/5.0,Windows NT 6.1,www.facebook.com,www.nasa.gov,Nicosia,35.166698,33.366699,Asia/Nicosia,1331923268,1331922854
Mozilla/5.0,Macintosh,direct,apod.nasa.gov,SPaulo,-23.5333,-46.616699,America/Sao_Paulo,1331923269,1331923068
Mozilla/5.0,Windows NT 5.1,plus.url.google.com,www.nasa.gov,Huddersfield,53.650002,-1.7833,Europe/London,1331923271,1331922854
Mozilla/5.0,Windows NT 5.1,www.facebook.com,www.nasa.gov,Fairport,43.100498,-77.426003,America/New_York,1331923271,1331922854
Mozilla/4.0,Windows NT 6.1,direct,www.cnic.navy.mil,Honolulu,21.3139,-157.824493,Pacific/Honolulu,1331923276,1331922709
Mozilla/5.0,Macintosh,t.co,www.nasa.gov,Knoxville,35.972401,-83.959503,America/Chicago,1331923275,1331825200
Mozilla/4.0,Windows NT 6.1,direct,www.cnic.navy.mil,Honolulu,21.3139,-157.824493,Pacific/Honolulu,1331923278,1331922709
Mozilla/4.0,Windows NT 6.1,direct,citizencorps.gov,Washington,38.897099,-77.040901,America/New_York,1331923279,1331665443
Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,Stamford,41.097801,-73.518799,America/New_York,1331923279,1319563556
Mozilla/5.0,iPhone,direct,radar.weather.gov,Bronx,40.849899,-73.8769,America/New_York,1331923279,1246975140
Mozilla/5.0,Windows NT 6.1,www.facebook.com,www.tricare.mil,Saint Louis,38.6143,-90.444397,America/Chicago,1331923281,1330217829
Mozilla/5.0,Windows NT 6.1,www.facebook.com,www.nasa.gov,Rome,41.900002,12.4833,Europe/Rome,1331923280,1331922854
Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,Dudley,42.059399,-71.9356,America/New_York,1331923281,1319563556
Mozilla/5.0,iPhone,direct,www.irs.gov,Bowie,38.9576,-76.756599,America/New_York,1331923281,1328745636
Mozilla/5.0,Macintosh,direct,www.nysdot.gov,Los Angeles,34.065701,-118.436203,America/Los_Angeles,1331923284,1319563556
Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,Savannah,31.997101,-80.9645,America/New_York,1331923284,1319563556
Mozilla/4.0,Windows NT 6.1,www.aashtojournal.org,www.senate.gov,Washington,38.909698,-77.023102,America/New_York,1331923285,1331853485
Mozilla/5.0,Windows NT 5.1,www.facebook.com,www.nasa.gov,Sliema,35.912498,14.5019,Europe/Malta,1331923288,1331922854
Mozilla/5.0,Linux,m.facebook.com,www.nasa.gov,Woodbridge,38.625702,-77.266502,America/New_York,1331923288,1331922854
Mozilla/5.0,Windows NT 6.1,t.co,www.nature.nps.gov,Grand Rapids,42.977699,-85.710999,America/New_York,1331923287,1331921833
Mozilla/4.0,Windows NT 6.1,t.co,www.whitehouse.gov,Chula Vista,32.636101,-117.0532,America/Los_Angeles,1331923291,1331920879
Mozilla/5.0,Windows NT 5.1,t.co,apod.nasa.gov,Curitiba,-25.4167,-49.25,America/Sao_Paulo,1331923292,1331923068
Mozilla/5.0,iPhone,lalaf.com,www.usno.navy.mil,Central District,22.2833,114.150002,Asia/Hong_Kong,1331923292,1317318039
Mozilla/5.0,iPhone,lalaf.com,www.ssd.noaa.gov,Central District,22.2833,114.150002,Asia/Hong_Kong,1331923292,1317318030
Mozilla/4.0,Windows NT 6.1,direct,www.cnic.navy.mil,Honolulu,21.3139,-157.824493,Pacific/Honolulu,1331923294,1331922709
Mozilla/4.0,Windows NT 6.1,direct,www.cnic.navy.mil,Honolulu,21.3139,-157.824493,Pacific/Honolulu,1331923295,1331922709
Mozilla/4.0,Windows NT 6.1,direct,www.navy.mil,Honolulu,21.3139,-157.824493,Pacific/Honolulu,1331923295,1331921801
Mozilla/5.0,Windows NT 6.1,t.co,www.cbo.gov,Cambridge,42.3741,-71.107201,America/New_York,1331923296,1331908890
Mozilla/5.0,Windows NT 6.1,www.facebook.com,www.nasa.gov,Birmingham,52.466702,-1.9167,Europe/London,1331923297,1331921292
Mozilla/4.0,Windows NT 6.1,direct,www.fda.gov,Paramus,40.9445,-74.07,America/New_York,1331923296,1301298479
Mozilla/5.0,Windows NT 6.1,www.facebook.com,www.nasa.gov,Lisboa,38.716702,-9.1333,Europe/Lisbon,1331923298,1331908247
Mozilla/5.0,Windows NT 6.0,www.facebook.com,www.nasa.gov,Lambersart,50.650002,3.0333,Europe/Paris,1331923298,1331922854
Mozilla/5.0,Windows NT 6.1,www.facebook.com,www.nasa.gov,Bodmin,50.4664,-4.7256,Europe/London,1331923300,1331922854
Mozilla/5.0,Macintosh,www.facebook.com,www.nasa.gov,Herning,56.133301,8.9833,Europe/Copenhagen,1331923299,1331922854
Mozilla/5.0,Windows NT 5.1,www.facebook.com,www.nasa.gov,Piombino,42.916698,10.5333,Europe/Rome,1331923301,1331922854
Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,Grand Rapids,42.942501,-85.616096,America/New_York,1331923300,1319563556
Mozilla/5.0,Macintosh,direct,www.nysdot.gov,White Plains,41.029099,-73.758003,America/New_York,1331923302,1319563556
Mozilla/5.0,iPhone,direct,apod.nasa.gov,London,51.500198,-0.1262,Europe/London,1331923304,1301393171
Mozilla/5.0,Windows NT 6.1,www.facebook.com,www.nasa.gov,Rome,41.900002,12.4833,Europe/Rome,1331923303,1331922854
Mozilla/5.0,Windows NT 6.1,www.facebook.com,www.nasa.gov,Columbus,40.028999,-83.080902,America/New_York,1331923304,1331905829
Mozilla/5.0,Macintosh,t.co,www.nasa.gov,Mesquite,32.7673,-96.624702,America/Chicago,1331923304,1331922854
Mozilla/4.0,Windows NT 6.1,stocktwits.com,www.federalreserve.gov,Farmington,41.725201,-72.829498,America/New_York,1331923305,1331893247
Mozilla/4.0,Windows NT 6.1,www.facebook.com,www.nasa.gov,Limeil-brnnes,48.733299,2.4833,Europe/Paris,1331923305,1331922854
Mozilla/5.0,Windows NT 6.1,direct,www.energy.ca.gov,San Francisco,37.7645,-122.429398,America/Los_Angeles,1331923309,1303843769
NokiaC3-00/5.0,Macintosh,t.co,www.nasa.gov,Durango,24.0333,-104.666702,America/Mazatlan,1331923313,1331908247
Mozilla/5.0,Windows NT 6.1,www.facebook.com,www.nasa.gov,Dublin,53.333099,-6.2489,Europe/Dublin,1331923315,1331922854
Mozilla/4.0,Windows NT 6.1,direct,toxtown.nlm.nih.gov,Kennesaw,34.010399,-84.623901,America/New_York,1331923317,1255769846
Mozilla/5.0,Windows NT 5.1,forum2.hkgolden.com,www.usno.navy.mil,A Po Long,22.2833,114,Asia/Hong_Kong,1331923317,1317318039
Mozilla/5.0,Windows NT 5.1,forum2.hkgolden.com,www.ssd.noaa.gov,A Po Long,22.2833,114,Asia/Hong_Kong,1331923317,1317318030
Mozilla/5.0,Macintosh,direct,www.nysdot.gov,White Plains,41.029099,-73.758003,America/New_York,1331923322,1319563556
Mozilla/5.0,Windows NT 6.1,www.facebook.com,www.nasa.gov,Jersey City,40.692501,-74.070396,America/New_York,1331923323,1331922854
Mozilla/5.0,Windows NT 6.1,www.facebook.com,www.nasa.gov,Li,50.633301,5.5667,Europe/Brussels,1331923324,1331922854
Mozilla/5.0,Macintosh,direct,apod.nasa.gov,Curitiba,-25.4167,-49.25,America/Sao_Paulo,1331923324,1331923068
Mozilla/5.0,Windows,direct,www.nysdot.gov,Warrington,40.248901,-75.149803,America/New_York,1331923325,1319563556
Mozilla/5.0,iPad,direct,www.nps.gov,Surrey,49.136398,-122.821297,America/Vancouver,1331923325,1331502617
Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,Mount Laurel,39.957199,-74.916199,America/New_York,1331923325,1319563556
Mozilla/5.0,Windows NT 6.1,www.facebook.com,www.nasa.gov,Tholen,51.533298,4.2167,Europe/Amsterdam,1331923326,1331922854
Opera/9.80,Windows NT 6.1,direct,www.nasa.gov,Brno,49.200001,16.633301,Europe/Prague,1331923327,1331908247
Mozilla/5.0,Windows NT 5.1,www.facebook.com,www.nasa.gov,Woodbridge,38.678001,-77.319702,America/New_York,1331923328,1331905829
Mozilla/5.0,Windows NT 6.1,www.facebook.com,www.nasa.gov,Burke,38.785099,-77.286598,America/New_York,1331923331,1331922854
Mozilla/5.0,iPhone,twitter.com,www.whitehouse.gov,Ruther Glen,37.955002,-77.437202,America/New_York,1331923332,1331840856
Mozilla/5.0,Windows NT 6.1,www.facebook.com,www.nasa.gov,Stockholm,59.333302,18.049999,Europe/Stockholm,1331923333,1331922854
Mozilla/5.0,Windows NT 6.1,t.co,www.nasa.gov,Hartland,43.574299,-72.408096,America/New_York,1331923334,1331749429
Mozilla/5.0,Windows NT 6.1,www.facebook.com,www.nasa.gov,Belo Horizonte,-19.9167,-43.9333,America/Sao_Paulo,1331923335,1331922854
Mozilla/4.0,Windows NT 6.1,direct,www.grants.gov,Bethel,60.9324,-161.800598,America/Anchorage,1331923335,1331218539
Mozilla/4.0,Windows NT 6.1,direct,patft.uspto.gov,Brooklyn,40.6525,-73.955399,America/New_York,1331923336,1329774330
Mozilla/5.0,Windows NT 6.1,t.co,radar.weather.gov,Larchmont,40.933399,-73.756302,America/New_York,1331923336,1246975140
Mozilla/5.0,Windows,direct,www2.ed.gov,Columbus,40.0532,-83.022003,America/New_York,1331923336,1310488059
Mozilla/4.0,Windows NT 6.1,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,Shrewsbury,42.286499,-71.714699,America/New_York,1331923336,1273672506
Mozilla/4.0,Windows NT 6.1,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,Shrewsbury,42.286499,-71.714699,America/New_York,1331923336,1273672411
Mozilla/5.0,iPad,m.facebook.com,www.nasa.gov,Melaka,2.1969,102.2481,Asia/Kuala_Lumpur,1331923337,1331922854
Mozilla/4.0,Windows NT 6.1,direct,www.nasa.gov,Houston,29.775499,-95.415199,America/Chicago,1331923339,1330539686
Mozilla/5.0,Windows NT 5.1,t.co,www.nasa.gov,Huntsville,34.719299,-86.560402,America/Chicago,1331923339,1331922854
Mozilla/4.0,Windows NT 6.1,direct,studentaid.ed.gov,Needham,42.279301,-71.245003,America/New_York,1331923339,1308751691
Mozilla/5.0,Windows NT 6.1,www.facebook.com,www.nasa.gov,Si Sa Ket,15.1167,104.333298,Asia/Bangkok,1331923341,1331922854
Mozilla/5.0,Macintosh,t.co,www.nasa.gov,Oldenburg,53.166698,8.2,Europe/Berlin,1331923341,1331908247
Mozilla/6.0,Windows NT 6.1,direct,www.federalreserve.gov,Bellevue,47.615398,-122.210297,America/Los_Angeles,1331923343,1331586192
Mozilla/5.0,Windows NT 6.1,36ohk6dgmcd1n-c.c.yom.mail.yahoo.net,www.srh.noaa.gov,Albuquerque,35.102501,-106.611702,America/Denver,1331923342,1331007307
Mozilla/5.0,Windows NT 6.1,www.facebook.com,www.nasa.gov,Crespellano,44.516701,11.1167,Europe/Rome,1331923342,1331922854
Mozilla/5.0,Macintosh,www.facebook.com,www.jpl.nasa.gov,Yalaha,28.734699,-81.819702,America/New_York,1331923343,1331750914
Mozilla/5.0,Windows,direct,forecast.weather.gov,Summerville,32.964699,-80.2015,America/New_York,1331923345,1312280809
Mozilla/5.0,Windows NT 5.1,t.co,www.nasa.gov,Toronto,43.666698,-79.416702,America/Rainy_River,1331923348,1331922854
Mozilla/4.0,Windows NT 6.1,www.aashtojournal.org,thomas.loc.gov,Washington,38.909698,-77.023102,America/New_York,1331923349,1320859236
Mozilla/4.0,Windows NT 6.1,www.aashtojournal.org,www.dot.ca.gov,Berkeley,37.878101,-122.271004,America/Los_Angeles,1331923351,1331757763
Mozilla/5.0,Macintosh,t.co,www.nasa.gov,Cincinnati,39.169899,-84.485901,America/New_York,1331923351,1331908247
Mozilla/5.0,Windows NT 6.1,www.srh.noaa.gov,www.srh.noaa.gov,Albuquerque,35.102501,-106.611702,America/Denver,1331923352,1331888586
Mozilla/5.0,Windows NT 6.1,www.facebook.com,www.nasa.gov,Vernon Rockville,41.836498,-72.463203,America/New_York,1331923352,1331922854
Mozilla/5.0,Macintosh,t.co,www.nature.nps.gov,Brooklyn,40.702099,-73.942299,America/New_York,1331923355,1331921833
Mozilla/5.0,Windows NT 6.1,www.facebook.com,www.nasa.gov,Cracow,50.083302,19.9167,Europe/Warsaw,1331923357,1331922854
